model,featureset,context_rows,information_set,n,mae,rmse,mbe,nmae,nrmse,nmbe,normaliser,daylight_only,skill,nmae_mean,nmae_std,nrmse_mean,nrmse_std,nmbe_mean,nmbe_std,mae_mean,mae_std,rmse_mean,rmse_std,mbe_mean,mbe_std,n_folds,nmae_sd_seed,nrmse_sd_seed,nmbe_sd_seed,mae_sd_seed,rmse_sd_seed,mbe_sd_seed
R4_tso_dayahead,-,0,operational,11871,1031.0011793446213,1468.6339237760917,32.724959986521775,0.028025665776506857,0.039809763572967616,0.0003475511023162234,cap_roll,True,0.7015935142453171,0.028008378293316358,0.0056370194854933236,0.0391541951213827,0.007988292145530979,0.0014567240547996945,0.010046507961604723,1032.9283209652126,229.09555061125528,1443.409880128894,321.81513736501233,73.76589267571805,379.5530467618172,12,,,,,,
