stratum_type,model,featureset,context_rows,stratum,n,mae,rmse,mbe,nmae,nrmse,nmbe,normaliser,daylight_only
month,R4_tso_dayahead,-,0,1,539,954.8803339517625,1377.2655259062146,313.31539888682744,0.026568092634695627,0.03777744603624731,0.008810302665718682,cap_roll,True
month,R4_tso_dayahead,-,0,2,747,972.3547523427042,1360.504409521204,-21.965194109772423,0.02768774189293032,0.03849956785544343,-0.0007405868730001231,cap_roll,True
month,R4_tso_dayahead,-,0,3,995,1277.5211055276382,1904.1214761286296,-214.3035175879397,0.03606004616357071,0.053370087164571894,-0.005900665223161534,cap_roll,True
month,R4_tso_dayahead,-,0,4,1137,1308.7992524186457,1764.9782843316427,-777.5147317502199,0.03725663214282592,0.050283382748354526,-0.022256792978472616,cap_roll,True
month,R4_tso_dayahead,-,0,5,1325,1035.5950943396226,1426.6033952568914,-444.47396226415094,0.028889633751987855,0.039606053672779445,-0.01243315161441594,cap_roll,True
month,R4_tso_dayahead,-,0,6,1350,1035.1772222222223,1477.3472728765996,-90.79018518518518,0.028506568141673096,0.0403333302787502,-0.0033468337003168726,cap_roll,True
month,R4_tso_dayahead,-,0,7,1385,945.2335740072202,1345.9585928155468,340.63790613718413,0.02516456847590098,0.03561338863590792,0.008700424012707745,cap_roll,True
month,R4_tso_dayahead,-,0,8,1219,900.4376538146022,1295.2834853514184,264.66899097621,0.02353927976022422,0.033946990531773816,0.0069319110657662004,cap_roll,True
month,R4_tso_dayahead,-,0,9,1022,929.3948140900196,1308.8003849991687,208.55185909980432,0.02410176289303394,0.03354823472056441,0.005096314348046567,cap_roll,True
month,R4_tso_dayahead,-,0,10,876,1019.9009703196347,1385.928122153001,517.2634132420092,0.026303075820561267,0.035136576769508085,0.0130348634015873,cap_roll,True
month,R4_tso_dayahead,-,0,11,694,980.3519452449568,1452.9940190263583,538.0515129682997,0.025089313995727985,0.036313830434689456,0.013466193113600469,cap_roll,True
month,R4_tso_dayahead,-,0,12,582,925.5558419243986,1280.3405208933991,362.0008591065292,0.02414738065574005,0.033292761803919955,0.009668269450000995,cap_roll,True
kt_bin,R4_tso_dayahead,-,0,bedeckt,453,701.4530905077263,969.9977286988951,-246.26324503311258,0.01931578805467321,0.026786194003211666,-0.007078890002919549,cap_roll,True
kt_bin,R4_tso_dayahead,-,0,teilbewölkt,5297,1155.4217953558618,1588.6229230868876,152.90942986596187,0.031146174416743052,0.04271419800826587,0.0037896335376712063,cap_roll,True
kt_bin,R4_tso_dayahead,-,0,klar,6121,947.718918477373,1389.0370380934974,-50.633229864401244,0.025969831818111088,0.037968222535813854,-0.002081550815573589,cap_roll,True
hour,R4_tso_dayahead,-,0,4,282,148.82358156028369,193.58475966752113,-46.81826241134752,0.004119157741721238,0.005388594218263238,-0.0014045493645025368,cap_roll,True
hour,R4_tso_dayahead,-,0,5,497,334.6775653923541,454.7495489703452,-14.030684104627767,0.009160540518376474,0.012374064417673658,-0.0006281283573874273,cap_roll,True
hour,R4_tso_dayahead,-,0,6,687,589.7900291120815,797.3408484358649,68.08260553129548,0.01602662695374676,0.021572856062517916,0.001526919136691963,cap_roll,True
hour,R4_tso_dayahead,-,0,7,869,849.238492520138,1156.4844645179899,57.46461449942463,0.023154742997999,0.03148846219232921,0.0011959361693701259,cap_roll,True
hour,R4_tso_dayahead,-,0,8,1080,1051.6814814814816,1424.3248144182537,25.194444444444443,0.02861898237408707,0.03877514766972309,0.00019280079420994203,cap_roll,True
hour,R4_tso_dayahead,-,0,9,1080,1323.1599537037036,1731.8729280598964,19.252083333333335,0.03594629919573664,0.04700857596228652,-0.00011751538671605232,cap_roll,True
hour,R4_tso_dayahead,-,0,10,1080,1464.929398148148,1915.200584260403,70.59375,0.039749306962259846,0.05180696893081115,0.0012038656377858536,cap_roll,True
hour,R4_tso_dayahead,-,0,11,1080,1486.0694444444443,1961.4102302474728,110.53055555555555,0.040247874315254444,0.05288800573950438,0.002197770595576033,cap_roll,True
hour,R4_tso_dayahead,-,0,12,1080,1419.710648148148,1877.7739802003841,106.04583333333333,0.038444670562230124,0.050660973860139014,0.002095334415282454,cap_roll,True
hour,R4_tso_dayahead,-,0,13,1080,1261.9486111111112,1685.9686136129471,96.05787037037037,0.03422039962189769,0.04562968992149653,0.0019325924269482629,cap_roll,True
hour,R4_tso_dayahead,-,0,14,1011,1042.9948071216618,1417.2743096890417,41.34347181008902,0.028406778093329046,0.038657292503778626,0.0005867097134172825,cap_roll,True
hour,R4_tso_dayahead,-,0,15,795,853.5345911949686,1136.8199440633182,-77.52264150943397,0.023396725808982916,0.031213152392349203,-0.0025334305218782252,cap_roll,True
hour,R4_tso_dayahead,-,0,16,620,563.033064516129,735.3597942613732,-128.02822580645162,0.015460404502422429,0.020287576832991604,-0.0038939813227865535,cap_roll,True
hour,R4_tso_dayahead,-,0,17,429,309.98543123543124,400.83328214577887,-98.75,0.008543173197140503,0.011101053958659199,-0.0029888752592713967,cap_roll,True
hour,R4_tso_dayahead,-,0,18,201,121.1268656716418,157.36575262585723,-41.64427860696517,0.0033366442391734824,0.004373267567641675,-0.0012042131285217442,cap_roll,True
cf_quantile,R4_tso_dayahead,-,0,Q1,2374,451.78190817186186,750.2369038052564,250.8745787700084,0.012141730834312027,0.019898232293321043,0.006592211948367202,cap_roll,True
cf_quantile,R4_tso_dayahead,-,0,Q2,2374,770.5306444818871,1112.979711291932,193.9482940185341,0.020782667345168804,0.029629344196048433,0.0048763560363013735,cap_roll,True
cf_quantile,R4_tso_dayahead,-,0,Q3,2375,1164.6108421052631,1565.4480582500805,119.64726315789474,0.031535639202162055,0.04213970190326493,0.002777969894575678,cap_roll,True
cf_quantile,R4_tso_dayahead,-,0,Q4,2374,1405.7328348778433,1849.516822027619,-29.7945450716091,0.03812938802665606,0.04999479900938162,-0.001263584970030657,cap_roll,True
cf_quantile,R4_tso_dayahead,-,0,Q5,2374,1362.2933866891324,1763.9118259595343,-371.0874052232519,0.03753742496815882,0.048733293135505035,-0.011246221162919871,cap_roll,True
