model,featureset,context_rows,information_set,n,mae,rmse,mbe,nmae,nrmse,nmbe,normaliser,daylight_only,skill,nmae_mean,nmae_std,nrmse_mean,nrmse_std,nmbe_mean,nmbe_std,mae_mean,mae_std,rmse_mean,rmse_std,mbe_mean,mbe_std,n_folds,nmae_sd_seed,nrmse_sd_seed,nmbe_sd_seed,mae_sd_seed,rmse_sd_seed,mbe_sd_seed
ridge,S3,0,perfect_prog,11871,1782.7923347986948,2472.1812860312875,-511.9767651781157,0.048597690566883206,0.06747522321950995,-0.013913225873190898,cap_roll,True,0.48255052445485047,0.04786239007635474,0.008402544973124917,0.06582305076018664,0.011238272703866905,-0.013746301926156161,0.013580549551542443,1756.9880564989296,296.13779612575445,2414.6602173703673,387.7440099559326,-503.3045161422822,489.9688299914205,12,,,,,,
