model,featureset,context_rows,information_set,n,mae,rmse,mbe,nmae,nrmse,nmbe,normaliser,daylight_only,skill,nmae_mean,nmae_std,nrmse_mean,nrmse_std,nmbe_mean,nmbe_std,mae_mean,mae_std,rmse_mean,rmse_std,mbe_mean,mbe_std,n_folds,nmae_sd_seed,nrmse_sd_seed,nmbe_sd_seed,mae_sd_seed,rmse_sd_seed,mbe_sd_seed
R0_climatology,-,0,history_only,11871,3718.8239094242913,5033.066690499538,-566.4853660909281,0.1018016123192537,0.13840182766807888,-0.015935087145403464,cap_roll,True,-0.08394432512694805,0.09935097916032305,0.025738454593443608,0.13210691535979804,0.03342882591228914,-0.011387235389014523,0.029582644672392015,3627.618858497182,818.319081243636,4824.616878936337,1066.2858202902464,-398.6013852878054,1061.7454155530465,12,,,,,,
