model,featureset,context_rows,information_set,n,mae,rmse,mbe,nmae,nrmse,nmbe,normaliser,daylight_only,skill,nmae_mean,nmae_std,nrmse_mean,nrmse_std,nmbe_mean,nmbe_std,mae_mean,mae_std,rmse_mean,rmse_std,mbe_mean,mbe_std,n_folds,nmae_sd_seed,nrmse_sd_seed,nmbe_sd_seed,mae_sd_seed,rmse_sd_seed,mbe_sd_seed
R1_persistence,-,0,history_only,11871,3980.6327022705386,5711.121041603187,12.940704048847854,0.10838140761467058,0.15551420830320853,-1.421831137159713e-05,cap_roll,True,-0.15400344902959784,0.10524645644754392,0.023548221920826052,0.149057264021228,0.03135890856447091,-4.235631038005417e-05,0.007790982392010743,3866.256879464801,885.6637481226683,5469.893908079112,1145.2570848991256,11.586348182753136,278.42377353573085,12,,,,,,
