stratum_type,model,featureset,context_rows,stratum,n,mae,rmse,mbe,nmae,nrmse,nmbe,normaliser,daylight_only
hour,R2_clearsky_persistence,-,0,10,1080,5775.5812063872245,7460.7718160641925,-1767.366199326649,0.15706549917471357,0.202738339184174,-0.048295935101983406,cap_roll,True
hour,R2_clearsky_persistence,-,0,11,1080,5791.661022232994,7433.803695349114,-1737.1069698054887,0.15750946503043065,0.20229212508375488,-0.0475735693908994,cap_roll,True
hour,R2_clearsky_persistence,-,0,12,1080,5501.246923972785,7115.461949233009,-1765.9860015334666,0.14960351500296543,0.1934501919950277,-0.04839333737642948,cap_roll,True
hour,R2_clearsky_persistence,-,0,13,1080,4707.122678468322,6228.689279449992,-1613.2604275670362,0.1281747636911056,0.16952256337233215,-0.04430992373423178,cap_roll,True
hour,R2_clearsky_persistence,-,0,14,1011,3807.568040232026,5104.600611975739,-1249.758401387099,0.10381525576237098,0.13864320186322218,-0.03417278725726837,cap_roll,True
hour,R2_clearsky_persistence,-,0,15,795,2976.3345574956925,3902.661247696845,-561.0686412305188,0.08096581644352205,0.10535563638061719,-0.015111667257547406,cap_roll,True
hour,R2_clearsky_persistence,-,0,16,620,1951.1144532859666,2537.356433913417,585.1991009167258,0.05307299432900927,0.06849184165523008,0.016336470421721372,cap_roll,True
hour,R2_clearsky_persistence,-,0,17,429,1452.7523784373595,1809.452788978608,1212.444608613004,0.0397134004202889,0.049371220118648716,0.033379830053113166,cap_roll,True
hour,R2_clearsky_persistence,-,0,18,201,855.0536941492966,969.5577434556511,747.1256029904001,0.02339596134909573,0.026576886869509778,0.020496496688039118,cap_roll,True
cf_quantile,R2_clearsky_persistence,-,0,Q1,2374,1588.9844230778626,2218.7095664510366,1318.9550308247713,0.043139602306061425,0.05997962974526661,0.03585249828058786,cap_roll,True
cf_quantile,R2_clearsky_persistence,-,0,Q2,2374,2492.9918750337615,3364.666399311052,1049.7265712172896,0.06774670741170268,0.09164419575923613,0.028805936254602378,cap_roll,True
cf_quantile,R2_clearsky_persistence,-,0,Q3,2375,3911.6933914248066,5022.219475496675,257.71727471221624,0.10648880929191379,0.13700007321648383,0.00737279296878741,cap_roll,True
cf_quantile,R2_clearsky_persistence,-,0,Q4,2374,5441.165109662404,6697.047387418538,-1837.0526395041625,0.1473603592780455,0.18060104167714064,-0.0497370973649976,cap_roll,True
cf_quantile,R2_clearsky_persistence,-,0,Q5,2374,7074.995471545946,8736.58642732831,-5728.89783164324,0.19335925600058554,0.23809675848011994,-0.1569823919353434,cap_roll,True
