model,featureset,context_rows,information_set,n,mae,rmse,mbe,nmae,nrmse,nmbe,normaliser,daylight_only,skill,nmae_mean,nmae_std,nrmse_mean,nrmse_std,nmbe_mean,nmbe_std,mae_mean,mae_std,rmse_mean,rmse_std,mbe_mean,mbe_std,n_folds,nmae_sd_seed,nrmse_sd_seed,nmbe_sd_seed,mae_sd_seed,rmse_sd_seed,mbe_sd_seed
R3_combined,-,0,history_only,11871,3437.1393751981577,4700.435555192377,-373.7686052702665,0.09391775016427253,0.1287103525635934,-0.010642304719230273,cap_roll,True,0.0,0.09164487284472421,0.021841544187381535,0.12330096963097548,0.027978007659468344,-0.007641739168831899,0.01955670910968715,3353.1739161792398,732.7165467066103,4511.944347535739,938.2052443636068,-263.06034195777005,696.2374350559388,12,,,,,,
