model,featureset,context_rows,information_set,n,mae,rmse,mbe,nmae,nrmse,nmbe,normaliser,daylight_only,skill,nmae_mean,nmae_std,nrmse_mean,nrmse_std,nmbe_mean,nmbe_std,mae_mean,mae_std,rmse_mean,rmse_std,mbe_mean,mbe_std,n_folds,nmae_sd_seed,nrmse_sd_seed,nmbe_sd_seed,mae_sd_seed,rmse_sd_seed,mbe_sd_seed
lightgbm,S3,0,perfect_prog,35613,1442.5391479806767,2037.5873328303592,-616.2718525052369,0.03904420070562796,0.0548076457577676,-0.016441576050795242,cap_roll,True,0.584272401784164,0.03809919784872321,0.007985324993191184,0.05268689242322097,0.010134647666423047,-0.014379995199229357,0.014161165041538446,1408.855148174465,346.4740988304828,1946.5216879260104,442.20087682832167,-538.27209696629,562.3604353587392,12,0.0001743481498921438,0.00023707897123651084,0.00014769159566107226,6.088789741972167,8.41077448960698,5.396227861338424
